Country,Birth Rate,Days to Start Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Mobile Phone Usage,Life Expectancy Average,Net Tourism Impact,Dependency Ratio,Urban_Rate,CO2_per_capita
Syrian Arab Republic,0.21666917457123125,-0.7605127053084153,-0.11883215346257406,-0.5385059718957341,-1.2452050667943022,-0.6370381856729699,0.6725817178423796,-0.6136966416357612,-0.12131470382399905,-0.5056768658107705,-0.15887758709051808,0.6181396206227654,1.5479715673157064,0.22319523782236256,-0.34077286536367435,-0.2496588061314114
United Arab Emirates,-0.5942906889116174,-0.7605127053084153,1.2287510567995967,1.9718660969773474,-1.289314303839548,1.6834262644200588,-2.1082241202355005,-0.8237606593980842,1.4538831792016602,-0.17350145673420425,1.8067782133339114,0.7207545403963156,-0.09660970733475414,-2.447849072038877,-0.3248911292767155,0.10830551477579001
"Yemen, Rep.",0.9375223865559855,-0.9028325139607606,-0.579051688922935,-0.4048948480062519,-0.451238799979878,-0.693133216698587,-0.08269888015408172,0.5766661256840694,-0.515114174580414,0.823024770495495,-0.3772837871376769,-0.6645468765466118,0.04795373664875222,1.1542387476385905,-0.34314277030832047,-0.2927197101101532
American Samoa,-0.23386408291924027,-0.2386734069164825,-0.35442601321453704,-0.5385059718957341,-0.0983649036179115,-0.4537944176559539,-0.15994348676735617,-0.4036326238734381,-0.515114174580414,-0.17350145673420425,-0.15887758709051808,0.31029486130211487,-0.220177032073037,-0.39046331311423205,2.668599448337373,3.0919622976086534
Australia,-0.7745039919078059,-1.3297919399177967,2.5392098684220996,2.1331311472873105,1.180802970694217,2.1536896078514824,-1.2928643837620482,-0.9638033379062996,1.847682649958075,-1.1700276839639034,0.9331534131452762,1.2851365991508417,0.9113761157740515,-0.7725536730452557,-0.3379597052718967,-0.1650442748863907
Fiji,-0.05365077992305184,0.7101253174324862,-0.35442601321453704,-0.6657845781293809,-0.9364404074775816,-0.5472861360319825,-0.9238068188319591,-0.4036326238734381,-0.12131470382399905,-0.8544610453411654,0.49634101305095857,0.0024501019814643405,0.04244655783033293,-0.581556003227995,-0.2292899780863363,-0.29370164463861914
French Polynesia,-0.504184037413523,-0.2386734069164825,-0.35442601321453704,-0.5385059718957341,-0.0983649036179115,-0.4537944176559539,-0.15994348676735617,-0.4036326238734381,0.6662842376888307,-0.17350145673420425,0.49634101305095857,0.6694470805095405,-0.19023174724788208,-0.9394900552727377,0.06642081144951235,-0.2421086395708743
Guam,-0.414077385915429,-0.2386734069164825,-0.35442601321453704,-0.5385059718957341,-0.0983649036179115,-0.4537944176559539,-0.15994348676735617,-0.4036326238734381,1.0600837084452455,-0.17350145673420425,-0.15887758709051808,0.925984379943416,-0.220177032073037,-0.43753153377079373,0.7998160675771534,0.8924000415568574
Kiribati,0.1265625230731369,-0.001473725829240325,-0.35442601321453704,-0.6950889888946031,2.2835338968253622,-0.5472861360319825,-1.1812888408762072,0.6116767953111233,-0.515114174580414,-0.17350145673420425,-1.0325023872791534,-0.15147227767886093,-0.38587427477222735,-0.016834493326043067,0.5316994675493405,-0.30669361742556744
Marshall Islands,-0.23386408291924027,-0.6656328328735185,-0.35442601321453704,-0.6948331015412615,2.8790085969361807,0.21560628591641048,-1.1126269683310743,0.01649541165120796,-0.515114174580414,-0.17350145673420425,-0.15887758709051808,0.31029486130211487,-0.6917292184001888,-0.39046331311423205,2.2803015590070785,-0.27180520003173925
